*Forage Model Harvest Output: SPPI7902BR  DSSAT Cropping System Model Ver. 4.8.0.027   -release    FEB 01, 2024; 15:59:10

@RUN FILEX    CR TRNO FHNO YEAR DOY RCWAH RLWAH RSWAH RSRWH RRTWH RLAIH FHWAH FHNAH FHN%H FHC%H FHLGH FHL%H
   1 SPPI7902 BR    1  302 2014  78  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  303 2014 134  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  304 2014 190  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  305 2014 246  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  306 2014 302  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  307 2014 330  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  308 2014 358  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  309 2015  21  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  310 2015  49  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  311 2015  77  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  312 2015 105  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  313 2015 161  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  314 2015 217  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  315 2015 273  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  316 2015 329  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  317 2015 357  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  318 2016  20  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  319 2016  48  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  320 2016  76  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  321 2016 104  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  322 2016 160  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  323 2016 216  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  324 2016 272  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  325 2016 328  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
   1 SPPI7902 BR    1  326 2016 356  1792     0  1792     0     0  0.00     0     0  0.00  0.00  0.00   0.0
